id,group,hs.grad,nation,gender,age,m.status,political,n.child,income,housing,food,other,score,scr,time1,time2,time3,Pol
724,treat,no,Asia,male,21,divorced,Conservative,2,20559.51426,0.62,0.04,0.34,-0.18,1.203522608,0.44,1.48,2.66,4.246022725
725,treat,yes,North America,female,30,divorced,New_Democrat,0,24830.97484,0.5,0.04,0.46,-1.33,-0.341351146,0.98,0.58,3.05,1.728832271
726,treat,no,Southern,male,54,divorced,New_Democrat,0,82447.20724,0.2,0.29,0.51,-0.27,0.931718788,0.99,1.09,1.19,4.246230453
727,control,yes,Asia,female,46,married,Conservative,1,91497.49034,0.41,0.45,0.14,-1.25,1.039904632,0.69,2.78,5.66,-0.314883891
728,control,yes,Southern,male,37,married,New_Democrat,1,66666.01781,0.05,0.04,0.91,1.32,0.509249604,0.62,1.04,0.98,0.886918408
729,control,no,North America,male,41,married,Liberal,3,52489.89058,0.75,0.1,0.15,0.08,0.411154147,0.03,0.82,0.87,1.491758224
730,control,no,Southern,female,25,never,New_Democrat,0,70000,0.43,0.27,0.3,0.71,1.70390862,0.89,-0.42,2.88,0.770510729
731,control,yes,North America,male,29,married,Conservative,3,92869.3664,0.98,0.01,0.01,-2.61,-1.080205406,0.59,-0.22,4.8,0.837755332
732,control,no,Southern,male,31,divorced,Conservative,0,0,0.64,0.14,0.22,-1.11,-0.148244813,0.38,-1.02,0.68,2.302879625
733,treat,no,North America,male,23,divorced,New_Democrat,0,117159.6901,0.37,0.54,0.09,-0.08,1.014176722,0.65,2.46,0.7,4.330538709
734,control,no,Europe,female,52,married,Liberal,0,78331.07489,0.59,0.16,0.25,-1.14,1.673327628,0.03,-1.5,1.44,-0.244304913
735,treat,yes,North America,male,28,divorced,Liberal,1,92473.02603,0.42,0.28,0.3,-0.46,1.01091831,0.68,-2.34,1.96,0.812876827
736,treat,yes,Asia,female,62,married,New_Democrat,1,102794.2888,0.08,0.19,0.73,-0.4,0.550054389,0.06,-1.15,0.67,1.329498179
737,control,no,North America,male,21,divorced,Liberal,3,80621.49339,0.16,0.43,0.41,0.19,-0.126739841,0.79,-0.43,0.86,1.239639481
738,control,no,Southern,male,20,married,New_Democrat,1,106400.0967,0.79,0,0.21,0.11,1.254476717,0.72,0.22,4.33,2.624144724
739,control,yes,Asia,male,20,married,Conservative,2,96251.47448,0.81,0,0.19,0.02,1.025981347,0.94,0.27,4.58,0.764178485
740,control,no,Asia,female,35,married,Conservative,2,95382.61067,0.24,0.42,0.34,1.84,1.050892871,0.79,-0.13,3.14,1.00296663
741,control,no,Asia,male,54,divorced,New_Democrat,3,112164.6343,0.28,0.7,0.02,1.17,1.377580875,0.67,2.22,11.07,2.028037576
742,control,yes,North America,female,49,married,New_Democrat,1,18042.79586,0.27,0.01,0.72,-0.98,0.489346313,0.71,-2.96,2.07,0.152065472
743,treat,no,North America,female,26,married,New_Democrat,0,34623.66125,0.88,0.02,0.1,0.18,0.738251952,0.03,-0.21,1.09,2.981166257
744,treat,yes,Asia,male,65,divorced,New_Democrat,1,86082.27467,0.72,0.18,0.1,1.36,1.438835686,0.35,-1.54,3.2,3.102317353
745,treat,no,Asia,male,19,married,Conservative,2,112161.4186,0.1,0.37,0.53,0.63,1.842626288,0.75,-1.42,2.82,4.319411116
746,control,yes,Europe,male,42,divorced,Liberal,1,2122.4875,0.22,0.67,0.11,-0.22,-0.05750111,0.92,1.86,3.49,-0.189158527
747,control,no,North America,female,20,never,Liberal,1,51000,0,0.4,0.6,-0.86,1.350072844,0.99,2.02,2.91,-0.423083265
748,control,yes,North America,female,19,divorced,Conservative,3,37191.14878,0.03,0.39,0.58,0.04,0.162069201,0.29,1.28,0.59,0.109490409
749,control,no,North America,male,35,married,Conservative,1,70550.77679,0.51,0.49,0,-1.79,0.184651115,0.77,-0.05,1.54,2.312175314
750,treat,no,North America,female,38,divorced,Conservative,2,12707.61348,0.92,0.01,0.07,-0.17,0.631835613,0.61,-1.5,2.79,3.432950374
751,control,no,Europe,female,39,never,New_Democrat,1,102000,0.21,0.06,0.73,0.54,1.675098063,0.07,-0.17,2.54,1.256021731
752,treat,yes,North America,female,24,married,Liberal,0,59425.57567,0.57,0.17,0.26,-0.38,0.570938734,0.25,1.65,0.53,0.846613893
753,control,yes,North America,female,32,married,Conservative,3,93241.78267,0.13,0.83,0.04,-0.47,1.659046815,0.14,2.93,0.26,-0.201662735
754,control,no,North America,female,45,divorced,Other,2,139185.3049,0.86,0.12,0.02,0.92,1.185099354,0.67,-2.48,5.6,0.708955372
755,control,yes,Asia,male,42,divorced,New_Democrat,2,48853.47216,0.06,0.85,0.09,-0.84,0.426439007,0.89,1.12,5.35,1.326764439
756,control,yes,North America,female,21,married,Liberal,1,121759.3589,0.72,0.17,0.11,0.44,0.970373166,0.11,-0.33,3.49,-1.348939006
757,control,no,North America,male,23,divorced,Liberal,0,50054.29401,0.07,0.56,0.37,-0.18,1.412349739,0.93,2.15,1.95,0.908710137
758,treat,yes,Asia,male,41,widowed,New_Democrat,2,85573.86532,0.37,0.21,0.42,-1.08,0.570908656,0.21,-3.02,1.48,2.703613779
759,treat,yes,Europe,male,25,divorced,Other,0,98100.47238,0.57,0.3,0.13,1.25,2.252378032,0.32,0.82,1.98,2.522466559
760,control,no,North America,female,38,divorced,Conservative,0,41250.84571,0.83,0.15,0.02,-0.48,0.615136874,0.17,-1.53,0.72,0.8631346
761,control,yes,Europe,male,65,divorced,Conservative,0,50292.31056,0.57,0.25,0.18,-0.35,1.284934419,0.91,2.84,4.67,1.799260178
762,treat,yes,Europe,male,53,widowed,Conservative,0,95879.53291,0.79,0.18,0.03,1.72,1.358284836,0.01,-0.85,2.72,2.761664345
763,control,yes,Asia,female,52,widowed,New_Democrat,1,123383.2534,0.85,0.04,0.11,-0.82,2.059643013,0.41,0.26,2.84,0.042511526
764,control,no,North America,male,31,married,Conservative,3,94477.76403,0.13,0.22,0.65,1.14,1.051075227,0.65,-0.03,2.24,2.720627778
765,control,no,North America,male,23,married,Conservative,2,146403.1525,0.84,0.14,0.02,-0.32,1.884385742,0.81,0.08,3.29,2.232857916
766,control,no,North America,female,59,married,New_Democrat,1,9293.701276,0.21,0.35,0.44,-0.3,1.182068652,0.82,1.02,0.84,1.207907317
767,treat,no,North America,male,23,divorced,Liberal,0,99977.7399,0.28,0.57,0.15,1.15,1.50593267,0.07,-1.39,2.17,2.319486325
768,control,no,North America,male,63,never,Liberal,0,28000,0.68,0.01,0.31,0.36,1.142961654,0.01,-0.91,3.02,1.392278241
769,treat,no,Europe,male,41,married,Conservative,1,156980.3973,0.6,0.25,0.15,0.52,1.184891214,0.41,1.19,2.81,5.082220644
770,control,no,Asia,male,46,never,Liberal,1,83000,0.16,0.45,0.39,-0.3,1.690956859,0.73,1.28,1.91,0.802633353
771,control,no,North America,male,54,married,New_Democrat,2,93937.92838,0.93,0.06,0.01,0.95,0.678965516,0.03,3.59,1.01,2.336090077
772,treat,no,Asia,female,33,never,Conservative,2,84000,0.73,0.26,0.01,-1.71,1.326021432,0.02,-1.88,1.61,2.954389446
773,treat,yes,North America,male,59,divorced,Liberal,1,98800.37955,0.36,0.19,0.45,0.48,1.646714696,0.24,-3.14,2.21,1.805030774
774,control,no,North America,male,40,widowed,Liberal,2,125904.4841,0.77,0.13,0.1,0.31,1.753344122,0.89,1.9,2.98,1.085260319
775,control,yes,North America,male,61,divorced,Conservative,0,70027.942,0.97,0,0.03,-0.57,0.61275826,0.02,-1.06,0.06,1.334838005
776,control,yes,Europe,female,48,married,Other,1,39460.10591,0.63,0.25,0.12,0.59,0.685350593,0.63,1.29,0.95,-0.6149523
777,control,no,Asia,female,63,married,Liberal,0,17231.45131,0.47,0.32,0.21,-2.05,0.462838536,0.12,1.36,0.82,-0.239708131
778,control,yes,North America,male,21,divorced,New_Democrat,1,88806.21796,0.18,0.72,0.1,-0.19,0.737705194,0.26,-0.57,4.92,1.612239598
779,treat,no,Southern,male,49,divorced,Conservative,1,40387.88947,0.33,0.18,0.49,0.49,1.419883448,0.87,2.88,4.61,3.725436104
780,treat,yes,North America,male,51,married,Other,0,124557.042,0.45,0.36,0.19,-0.33,1.507801477,0.3,3.36,4.57,3.039057778
781,control,yes,Southern,male,38,married,New_Democrat,0,113490.9377,0.49,0.45,0.06,2.54,1.47853329,0.04,-0.19,0.39,2.476784102
782,control,no,Europe,female,30,never,Conservative,2,35000,0.38,0.59,0.03,-0.63,0.829737125,0,3.61,0.59,1.025315872
783,control,yes,Asia,male,28,married,Other,3,60117.27933,0.99,0.01,0,2.09,0.844540893,0.99,3.11,2.35,0.712416761
784,control,no,Asia,female,41,never,Conservative,2,10000,0.38,0.53,0.09,-0.53,0.105706303,0.35,-0.26,2.54,1.175918688
785,control,no,North America,male,37,married,New_Democrat,1,93269.89335,0.64,0.18,0.18,-1.23,0.737449757,0.96,0.7,1,1.888503511
786,treat,yes,Asia,female,26,married,Liberal,3,62529.03983,0.36,0.03,0.61,0.58,0.934283241,0.1,0.8,2.51,0.804253219
787,treat,no,North America,female,48,married,Liberal,0,146278.9907,0.54,0.3,0.16,-0.45,1.708693733,0,-0.07,0.26,2.205368045
788,control,no,North America,male,25,married,Liberal,1,146699.5455,0.53,0.06,0.41,0.87,1.561551969,0.63,1.63,2,1.168075713
789,treat,yes,North America,female,32,divorced,Conservative,0,60036.69456,0.93,0.07,0,-1.91,1.131813386,0.57,0.03,4.36,1.724698393
790,control,yes,Asia,male,34,never,Conservative,1,32000,0.38,0.33,0.29,2.35,0.885441012,0.98,4.32,1.46,1.274118481
791,control,no,Europe,male,65,never,New_Democrat,2,129000,0.36,0.61,0.03,-1.05,1.401101887,0.56,1.44,0.78,1.716438206
792,treat,no,North America,female,26,married,Conservative,1,130839.9613,0.13,0.53,0.34,0.28,1.899868875,0.97,-0.75,5.43,2.998602095
793,control,no,North America,male,31,never,Conservative,5,118000,0.35,0.47,0.18,0.76,1.757749776,0.1,1.49,0.24,2.291298079
794,control,no,Asia,male,33,divorced,Other,2,139824.6923,0.71,0.18,0.11,0.06,1.681089401,0.94,0.65,1.1,1.696835742
795,control,yes,Asia,male,27,married,Liberal,0,137429.6735,0.56,0.39,0.05,0.79,1.068423433,0.18,-0.65,0.91,-0.163863839
796,treat,yes,Southern,female,24,divorced,New_Democrat,2,3954.218689,0.19,0.69,0.12,-1.12,0.904563606,0.85,2.33,2.55,1.836975085
797,control,no,North America,male,55,married,Liberal,2,78507.51597,0.87,0.01,0.12,0.38,1.845516301,0,3.9,0.46,0.988652975
798,treat,yes,North America,male,40,married,Liberal,1,62894.77728,0.53,0.16,0.31,0.12,1.824881075,0.95,-0.49,1.71,2.074997504
799,control,no,North America,male,55,never,Other,5,68000,0.63,0.1,0.27,1.71,1.913666097,0.91,0.15,2.84,1.703070163
800,treat,no,North America,male,59,divorced,Other,1,124097.6242,0.78,0.08,0.14,-1.33,0.596519562,0.07,0.63,1.92,3.457134858
801,treat,yes,North America,male,29,never,New_Democrat,0,109000,0.46,0.2,0.34,-1.03,0.724982912,0.17,-0.91,1.94,2.494035946
802,treat,no,Europe,female,19,divorced,New_Democrat,1,3021.191413,0.73,0.21,0.06,0.82,1.031281141,0.02,-1.3,0.67,3.115523179
803,control,yes,North America,male,24,divorced,Liberal,0,89280.71752,0.46,0.25,0.29,-0.75,0.76626005,0.13,2.24,1.39,-0.047144512
804,control,no,North America,female,23,widowed,Liberal,3,95752.54321,0.74,0.19,0.07,-1.79,1.764116402,0.95,-0.37,2.78,-0.612793873
805,treat,yes,North America,female,62,never,Conservative,1,14000,0.89,0.07,0.04,0.74,1.435430008,0.85,3.99,2.07,2.286094681
806,control,yes,North America,male,48,married,New_Democrat,0,64460.95953,0.14,0.54,0.32,0.24,1.934048947,0.05,-1.23,8.09,1.424350607
807,control,no,Asia,female,47,never,Conservative,3,143000,0.76,0.21,0.03,-0.51,2.359653849,0.85,1.43,2.51,1.097692502
808,treat,no,Southern,male,30,divorced,New_Democrat,0,68540.68369,0.12,0.71,0.17,0.91,1.366391031,0.76,0.78,3.83,4.480701666
809,control,no,North America,male,40,widowed,Conservative,1,55821.73466,0.73,0.22,0.05,0.42,1.8592095,0.93,3.48,1.21,2.13172495
810,treat,no,Southern,male,40,married,Conservative,0,131436.2764,0.08,0.03,0.89,0.24,1.551296193,0.72,-1.42,2.32,4.482569412
811,control,no,Asia,female,61,married,Liberal,1,101455.6702,0.37,0.61,0.02,-0.47,1.377237196,0.54,3.46,0.67,0.027291747
812,treat,yes,North America,male,27,divorced,Other,1,0,0.96,0.02,0.02,-0.53,0.709825097,0.03,3.84,0.09,2.901867226
813,treat,no,North America,male,19,never,Other,1,94000,0.01,0.72,0.27,0.63,0.996242128,0.66,-2.42,1.85,3.650149238
814,control,no,North America,female,60,married,New_Democrat,2,151046.7935,0.54,0.18,0.28,1.49,0.926077071,1,1.51,2.89,1.520603352
815,control,no,North America,female,23,married,Other,1,131654.0408,0.07,0.75,0.18,-0.91,1.132398151,0.63,1.88,1.8,0.45323558
816,control,no,North America,female,32,never,Liberal,2,141000,0.63,0.06,0.31,0.07,0.963927099,0,0.34,1.94,0.074856075
817,control,yes,North America,male,34,married,New_Democrat,4,7648.956582,0.13,0.7,0.17,-2.22,0.361505247,0.47,3.38,0.76,0.709605644
818,treat,no,Southern,female,49,married,Conservative,0,133462.7837,0.33,0.5,0.17,-0.56,1.182169099,0.01,-0.18,0.68,3.063204009
819,treat,no,Southern,male,20,divorced,Other,0,105974.0187,0.27,0.45,0.28,-1.11,0.718438775,0.2,1.08,3.46,3.058730946
820,control,no,North America,male,29,married,Liberal,5,121101.5959,0.1,0.13,0.77,-1.94,1.380316288,0.25,-5.33,5.86,1.178197052
821,treat,no,Southern,male,46,married,Other,0,63423.03778,0.71,0.08,0.21,2.19,0.532876842,0.63,3.15,5.09,3.46725347
822,control,no,North America,female,19,divorced,Conservative,0,54945.01827,0.95,0,0.05,1.88,0.666073311,0.67,2.51,0.92,1.224969912
823,treat,no,Asia,male,38,never,Liberal,3,35000,0.55,0.38,0.07,-1.8,0.367668042,0.13,-0.17,1.42,2.670134436
824,treat,yes,North America,male,56,married,Liberal,1,87717.47207,0.95,0.05,0,0.85,1.294913151,0.02,-2.91,3.86,1.696313137
825,treat,yes,Southern,male,36,never,Liberal,3,45000,0.98,0,0.02,0.71,0.344874129,0.25,1.32,2.74,2.529431929
826,control,no,North America,female,19,never,Conservative,4,104000,0.58,0.18,0.24,1,1.698414518,0.11,0.46,5.61,0.696514048
827,treat,yes,Europe,female,30,married,Conservative,5,145508.8904,0.17,0.13,0.7,0.13,2.026830448,0.8,2.06,1.09,2.199927682
828,treat,yes,Europe,male,63,never,New_Democrat,0,80000,0.54,0.09,0.37,1.97,0.199493235,0.16,-3.61,1.06,3.980978239
829,treat,yes,North America,male,38,divorced,Liberal,3,133641.993,0.32,0.11,0.57,0.26,1.82942817,0.81,0.01,1.29,1.862576829
830,treat,yes,North America,male,47,married,Liberal,1,17865.786,0.99,0,0.01,0.1,0.088986091,0.35,-1.85,3.11,2.351614342
831,control,no,North America,male,43,divorced,Liberal,3,82670.60878,0.62,0.07,0.31,-0.14,1.075041392,0.06,-3.25,4.34,1.241137673
832,control,no,Asia,male,51,divorced,Liberal,2,42572.49216,0.87,0.05,0.08,-0.1,2.172075625,0.75,2.03,0.94,1.297171603
833,control,yes,North America,male,61,divorced,New_Democrat,3,16961.6775,0.6,0.05,0.35,0.05,0.743857391,0.79,1.69,5.29,1.899592119
834,treat,no,Asia,female,59,married,Conservative,4,154397.7184,0.64,0.06,0.3,-0.03,1.70178147,0.35,0.7,1.61,3.304127479
835,treat,yes,Asia,male,43,married,Liberal,2,124634.7645,0.35,0.45,0.2,-0.89,1.501320296,0.24,-0.52,1.76,2.490298403
836,control,yes,North America,male,59,married,New_Democrat,2,145194.1876,0.52,0.22,0.26,-2.64,1.489718592,0.87,2.3,3.23,0.635876285
837,treat,yes,Asia,male,42,never,New_Democrat,2,61000,0.02,0.54,0.44,-0.59,0.26937822,0.46,1.41,2.99,3.23531261
838,treat,yes,North America,male,34,married,Conservative,2,10477.80055,0.62,0.28,0.1,-0.95,0.480136307,0.04,-1.03,0.84,3.064243786
839,control,yes,Southern,female,18,divorced,New_Democrat,0,71757.10606,0.87,0.08,0.05,1.1,0.688667932,0.72,1.16,2.16,-0.15651155
840,treat,yes,North America,male,58,divorced,New_Democrat,1,2514.772392,0.59,0.15,0.26,0.12,0.319587391,0.78,2.83,1.34,3.69745034
841,control,yes,Europe,male,18,married,Other,1,141988.3692,0.01,0.95,0.04,-0.17,1.477742415,0.07,-1.15,0.19,0.811720752
842,treat,yes,North America,female,45,married,New_Democrat,4,99955.74408,0.68,0.25,0.07,0.02,1.801079243,0.61,2.64,2.55,2.201435803
843,control,yes,North America,female,36,married,Conservative,3,100051.7832,0.01,0.51,0.48,-0.36,0.340694817,0,1.13,0.76,-0.451165494
844,treat,no,North America,male,20,never,Liberal,0,58000,0.51,0.23,0.26,-1.02,0.554521737,0.66,1.52,1.36,2.474531289
845,treat,no,North America,male,58,divorced,Liberal,1,81246.77561,0.92,0.06,0.02,-0.47,0.335429757,0.88,-0.73,0.88,2.684173068
846,treat,no,North America,female,47,never,Conservative,2,72000,0.67,0.16,0.17,-2.25,0.733509703,0.01,2.83,1.17,2.693624876
847,control,no,Southern,male,34,married,Liberal,0,17638.98861,0.09,0.09,0.82,-1.47,-1.071001414,0.03,-3.71,0.32,1.15113972
848,control,yes,Europe,female,44,never,Conservative,2,67000,0.75,0.05,0.2,0.13,1.864006583,0.67,3.27,1.65,0.507092002
849,control,no,North America,female,23,married,Conservative,5,59812.95566,0.2,0.79,0.01,-0.25,0.777311206,0.97,2.76,1.34,0.828372012
850,treat,yes,Asia,male,60,divorced,Conservative,1,122813.1612,0.83,0.01,0.16,1.45,1.71822089,0.48,-1.27,3.9,3.440554368
851,treat,yes,North America,female,37,never,Liberal,4,43000,0.81,0.07,0.12,1.42,0.745354554,0.16,0.66,2.28,0.725232501
852,control,no,North America,male,48,married,Liberal,0,129994.0212,0.92,0.03,0.05,0.92,1.545469515,0.26,2.59,3.18,0.432027976
853,treat,no,North America,male,62,married,New_Democrat,3,121259.3452,0.77,0.1,0.13,1.98,2.561945008,0.19,-3.72,1.86,4.278288914
854,treat,no,North America,male,38,married,Liberal,2,35817.98592,0.58,0.27,0.15,0.29,0.74741304,0.02,2.77,0.19,2.881460924
855,control,yes,Asia,male,47,divorced,Liberal,1,0,0.91,0.07,0.02,-0.13,-0.094503114,0.89,0.82,3.8,0.401868678
856,control,no,North America,female,54,never,Other,1,27000,0.67,0.22,0.11,-0.41,0.411984522,0.69,-0.85,3.23,0.328228454
857,control,yes,Asia,female,39,divorced,Liberal,2,52292.45514,0.06,0.84,0.1,0.31,0.852913876,0.23,-2.32,4.49,-1.383081121
858,control,no,North America,male,33,divorced,Liberal,2,25326.77116,0.46,0.45,0.09,0.97,1.39806621,0.13,-0.17,2.92,1.033030979
859,treat,no,Southern,female,29,married,Conservative,0,54009.65029,0.95,0,0.05,-2.1,0.007817746,0.18,-1.05,1.22,2.697865163
860,control,yes,Asia,female,53,married,Liberal,2,122079.5012,0.24,0.41,0.35,0.26,1.34137919,0.58,-4.35,0.86,-1.290974547
861,control,yes,North America,male,49,married,New_Democrat,0,30211.41505,0.19,0.11,0.7,-1.69,-0.066441889,0.03,0.51,0.27,0.544687402
862,treat,no,North America,male,19,divorced,Other,0,124670.7139,0.63,0.37,0,0.11,1.137652845,0.19,2.1,0.24,3.732751678
863,treat,yes,Europe,female,63,married,Other,1,110891.6913,0.54,0.29,0.17,-0.45,2.531061368,0.88,-1.01,1.62,1.502016377
864,control,no,North America,female,55,married,Liberal,3,124799.5562,0.56,0.07,0.37,0.53,0.947203774,0.19,-1.23,1.22,0.328323169
865,treat,no,Southern,female,35,divorced,New_Democrat,1,58462.94694,0.99,0,0.01,-0.67,1.286637525,0.3,-6.04,1.25,2.935091958
866,control,yes,Asia,female,35,married,Liberal,0,131990.5715,0.93,0.03,0.04,0.11,1.82033799,0.38,3.51,1.36,-1.119514825
867,control,no,North America,male,46,married,Liberal,1,100090.5928,0.09,0.35,0.56,0.36,1.52915888,1,-0.66,11.11,0.224527289
868,control,yes,North America,female,58,married,Conservative,1,61794.93684,0.33,0.46,0.21,-0.15,1.145858822,0.55,-0.99,0.62,-0.032348903
869,control,no,Europe,female,44,divorced,Conservative,3,133486.864,0.25,0.41,0.34,0.41,2.281945424,1,0.97,3.06,1.155210921
870,treat,no,Europe,male,61,married,New_Democrat,0,85678.05115,0.03,0.92,0.05,-0.44,0.694456266,0.9,0.89,1.42,3.849670764
871,treat,no,Asia,male,48,married,Liberal,0,57070.81191,0.36,0.07,0.57,0.35,0.892013069,0.82,3.86,1.9,3.213063935
872,treat,no,Asia,female,23,divorced,Liberal,1,96810.38851,0.29,0.68,0.03,0.89,0.842149,0.01,-1.07,0.32,2.177465744
873,treat,no,Asia,male,39,divorced,Other,2,95184.7523,0.04,0.56,0.4,0.08,1.904319768,0.03,1.04,0.11,3.584801877
874,treat,yes,Europe,female,59,never,Liberal,1,131000,0.55,0.4,0.05,2.08,1.431266485,0.94,3.67,1.76,1.823609154
875,treat,no,North America,female,49,divorced,Other,0,6332.785241,0.69,0.23,0.08,2.46,1.195713452,0.65,-0.67,2.84,2.681677624
876,treat,no,North America,female,39,divorced,Other,2,61286.80965,0.74,0.13,0.13,1.04,1.837757842,0.02,-0.93,5.42,2.511649949
877,control,yes,Europe,female,63,divorced,Liberal,1,0,0.3,0.46,0.24,0.4,1.13464277,0.07,-1.07,1.35,-0.931688954
878,treat,yes,North America,female,48,never,Conservative,0,60000,0.95,0.03,0.02,1.41,1.349896458,0.95,4.56,1.59,1.861940427
879,treat,yes,North America,female,35,divorced,Conservative,1,115159.4496,0.88,0,0.12,0.11,2.162499863,0.97,-0.56,1.14,2.056009007
880,treat,no,Asia,female,44,married,Liberal,0,69860.64601,0.82,0.18,0,-0.87,0.794473111,0.92,-0.41,0.96,1.979274671
881,treat,no,North America,male,18,married,Other,0,130816.2355,0.43,0.2,0.37,0.17,1.650753427,0.25,0,0.6,3.387709104
882,treat,yes,Asia,male,39,married,New_Democrat,1,33488.93212,0.1,0.88,0.02,1.04,0.321424103,0.06,-3.42,8.2,3.263304376
883,control,no,Asia,male,28,married,Liberal,1,139213.9085,0.29,0.56,0.15,0.28,1.600224979,0.72,-2.83,0.92,1.374394375
884,control,no,Asia,female,63,divorced,Conservative,1,0,0.95,0,0.05,0.26,0.910554315,0.33,2.09,6.04,1.356096878
885,treat,yes,North America,male,43,divorced,Liberal,2,3284.524543,0.03,0.46,0.51,0.12,0.144832526,0.6,-1.03,2.74,1.650986301
886,control,no,Asia,female,65,divorced,Liberal,0,62851.60623,0.95,0.01,0.04,1.21,1.4374676,0.46,1.45,3.27,-0.096375679
887,treat,no,North America,male,27,married,Liberal,0,46444.97326,0.52,0.32,0.16,2.37,1.295889392,0.98,-1.01,4.5,2.783518306
888,control,yes,Southern,female,29,widowed,Liberal,2,82923.25469,0.01,0.25,0.74,-0.38,0.9923491,0.17,-1.43,2.45,-1.351769446
889,treat,no,Southern,male,51,divorced,Liberal,1,49945.41741,0.29,0.35,0.36,-0.91,0.432962831,0.14,-1.9,2.1,2.648764177
890,control,yes,North America,female,65,married,Liberal,1,146571.2134,0.16,0.3,0.54,0.55,1.679387841,0.19,-0.78,0.99,-1.001222413
891,treat,no,North America,male,38,divorced,New_Democrat,1,4509.488274,0.78,0.07,0.15,-0.72,0.908204198,0.89,1.56,1.89,3.625484325
