"RBC","HR","SR","WS","SF","Hol","Humid","RF","Temp","Seas"
2091,17,0,1.5,0,"No Holiday",60,0,26.5,"Autumn"
1617,3,0,3.9,0,"No Holiday",40,0,1.7,"Winter"
1830,16,0.81,0.8,0,"No Holiday",77,0,17.5,"Spring"
1720,5,0,1.2,0,"No Holiday",72,0,20.6,"Autumn"
740,1,0,0.1,0,"No Holiday",90,0,4.2,"Spring"
1709,23,0,3.7,0.3,"No Holiday",89,0,4,"Autumn"
1638,6,0,0.6,0,"No Holiday",68,0,19.6,"Spring"
1705,18,0.12,4.6,0,"No Holiday",89,0,3.8,"Spring"
2079,6,0,2,0,"No Holiday",47,0,14.3,"Autumn"
2133,15,1.42,0.7,0,"No Holiday",40,0,-1.3,"Winter"
1916,21,0,1.4,0,"No Holiday",46,0,2.6,"Winter"
1729,5,0,1.1,0,"No Holiday",59,0,23.3,"Autumn"
2682,21,0,1.9,0,"No Holiday",46,0,33.2,"Summer"
1500,7,0,2.6,0,"No Holiday",39,0,1.3,"Winter"
1045,15,1.96,1,0,"No Holiday",54,0,4.4,"Winter"
2010,6,0,0.7,0,"No Holiday",53,0,30.7,"Summer"
1513,14,1.67,4.4,0,"No Holiday",62,0,-5.9,"Winter"
2441,19,0,0.7,0,"No Holiday",45,0,8,"Autumn"
1156,5,0,0.5,0,"No Holiday",79,0,16.6,"Spring"
2253,22,0,2.2,0,"No Holiday",28,0,3.3,"Winter"
2529,19,0,3,0,"No Holiday",27,0,3.2,"Autumn"
1841,5,0,1.4,0,"No Holiday",44,0,30.4,"Summer"
1289,0,0,0.5,0,"No Holiday",86,0,13.3,"Autumn"
2021,16,2.55,1.6,0,"No Holiday",58,0,19.5,"Autumn"
1794,0,0,1.2,0,"No Holiday",37,0,8.9,"Spring"
2321,5,0,7.2,0,"No Holiday",29,0,13.3,"Autumn"
2258,10,1.23,2.3,0,"No Holiday",45,0,31,"Summer"
1761,0,0,1.7,0,"No Holiday",59,0,14,"Autumn"
1327,9,0.18,0.4,0,"No Holiday",63,0,4.6,"Winter"
1909,8,0.59,3.1,0,"No Holiday",49,0,11.9,"Autumn"
1884,7,0.16,0.9,0,"No Holiday",51,0,4,"Autumn"
1486,0,0,4.5,0,"No Holiday",81,0,16,"Autumn"
1233,11,2.6,2.3,0,"Holiday",90,0.5,19.8,"Summer"
2021,7,0,0.2,0,"No Holiday",62,0,15.3,"Autumn"
1592,13,2.34,0.2,0,"No Holiday",66,0.1,20.8,"Summer"
2045,12,2.37,3.7,0,"No Holiday",54,0,5.5,"Spring"
1113,5,0,1.7,0,"No Holiday",53,0,6.2,"Winter"
1697,19,0.31,0.9,0,"No Holiday",86,0,25.2,"Summer"
2910,21,0,2.3,0,"No Holiday",31,0,21.8,"Spring"
1909,16,0.82,0.2,0,"No Holiday",63,0,9.4,"Spring"
829,8,0.79,2.6,0,"Holiday",79,0,5.1,"Winter"
1901,20,0,1.5,0,"No Holiday",98,3,15.7,"Spring"
1864,19,0.48,0.8,0,"No Holiday",79,0,25.2,"Summer"
1945,15,1.98,2,0,"No Holiday",44,0,4.3,"Autumn"
2272,18,0.2,0.7,0,"No Holiday",72,0,14.6,"Spring"
1630,4,0,0.5,0,"No Holiday",42,0,-2.8,"Autumn"
1042,4,0,2.3,0,"No Holiday",61,0,-1.5,"Winter"
3143,16,2.55,1.8,0,"No Holiday",55,0,33.9,"Summer"
2041,20,0,1.1,0,"No Holiday",88,0,22.3,"Autumn"
2139,18,0.01,1.2,0,"No Holiday",72,0,4.6,"Autumn"
2372,13,2.14,2.3,0,"No Holiday",34,0,20.5,"Spring"
1711,15,0.99,1.8,0.6,"No Holiday",27,0,-11.9,"Winter"
1672,9,0.22,3.8,0,"Holiday",85,0,27.4,"Summer"
1104,17,0.45,0.6,0,"No Holiday",88,0,-3.6,"Winter"
1070,3,0,1.2,0,"No Holiday",75,0,11.2,"Spring"
1067,7,0.02,1.1,0.5,"No Holiday",50,0,-3.4,"Winter"
1784,3,0,2.6,0,"No Holiday",41,0,19.3,"Autumn"
1156,11,2.92,3.4,0,"No Holiday",78,0,-3.8,"Winter"
1225,5,0,1.9,0,"No Holiday",65,0,3.1,"Winter"
1295,2,0,2.3,0,"No Holiday",33,0,-10.2,"Winter"
2512,20,0,0.8,0,"No Holiday",41,0,34.8,"Summer"
1487,11,0.87,0.7,0,"No Holiday",43,0,-11.5,"Winter"
1597,23,0,0.9,0,"No Holiday",88,0,1,"Spring"
1595,12,2.14,1,0.3,"No Holiday",95,0,2.8,"Autumn"
2378,11,2.92,2.4,0,"No Holiday",55,0,18.9,"Spring"
2874,17,1.17,1.2,0,"No Holiday",36,0,26.9,"Summer"
1715,0,0,1.8,0,"No Holiday",60,0,10.8,"Autumn"
2109,23,0,2,0,"No Holiday",68,0,24.2,"Summer"
2232,19,0.07,2.2,0,"No Holiday",49,0,19.8,"Spring"
1182,16,1.22,2,0.8,"No Holiday",82,0,-4.7,"Winter"
1950,22,0,1.4,0,"No Holiday",63,0,21.7,"Summer"
1254,3,0,3.3,0,"No Holiday",79,0,8.6,"Spring"
2078,20,0.02,1.2,0,"No Holiday",70,0,15.3,"Autumn"
2223,22,0,0.4,0,"No Holiday",76,0,20.2,"Autumn"
1459,5,0,2.3,0,"No Holiday",62,0,0.5,"Spring"
1808,18,0.14,2.5,1,"No Holiday",47,0,3.5,"Winter"
1615,21,0,2.1,0,"No Holiday",67,0.1,20.1,"Summer"
2262,16,0.81,0.9,0,"No Holiday",73,0,27.1,"Summer"
1489,12,0.8,2.4,0,"No Holiday",81,0,25.8,"Summer"
1225,6,0,1.4,0,"No Holiday",49,0,27.6,"Summer"
1289,14,1.66,1,0,"No Holiday",58,0,-2.1,"Winter"
994,6,0.02,2,0,"No Holiday",76,0,6.2,"Winter"
1549,16,1.82,0.6,0,"No Holiday",92,0.5,18.8,"Autumn"
1785,1,0,2.1,0,"No Holiday",47,0,11.3,"Autumn"
1131,1,0,1.7,0,"No Holiday",77,0,25.3,"Summer"
2448,9,0.69,0.3,0,"No Holiday",33,0,23.5,"Spring"
2393,6,0,1.9,0,"No Holiday",44,0,36.1,"Summer"
1772,15,0.76,2.4,0.3,"No Holiday",36,0,-5.1,"Winter"
2044,10,0.64,1.6,0,"No Holiday",59,0,29.1,"Summer"
2499,4,0,2,0,"No Holiday",34,0,22.3,"Autumn"
2680,22,0,1.4,0,"No Holiday",24,0,24.2,"Spring"
2149,22,0,3.9,0,"No Holiday",70,0,27,"Summer"
2421,20,0,2.6,0,"No Holiday",28,0,14.4,"Spring"
1751,16,0.99,2.4,0,"No Holiday",63,0,20.7,"Spring"
1590,4,0,2,0,"No Holiday",75,0,4,"Autumn"
2247,11,2.29,1.5,0,"No Holiday",39,0,40.2,"Summer"
2454,19,0.1,1,0,"No Holiday",50,0,14.4,"Autumn"
1904,18,0.48,1.9,0,"Holiday",56,0,12.1,"Spring"
1647,10,0.52,4.4,0,"No Holiday",17,0,-1.2,"Winter"
2479,20,0,1.3,0,"No Holiday",40,0,19.6,"Spring"
2123,10,2.38,2.7,0,"No Holiday",70,0,27.2,"Summer"
1863,21,0,2.9,0,"No Holiday",31,0,-4.3,"Winter"
2335,16,0.73,1.3,0,"No Holiday",43,0,23.3,"Autumn"
2201,15,2.38,4.1,0,"No Holiday",63,0,7.9,"Autumn"
1095,1,0,1.1,0,"No Holiday",69,0,11.2,"Spring"
1561,1,0,0.2,0,"No Holiday",48,0,8.6,"Autumn"
2187,7,0.12,1.3,0,"No Holiday",36,0,13.7,"Autumn"
1637,20,0.02,0.8,0,"No Holiday",88,1.5,20.4,"Summer"
2216,14,1.01,2.2,0,"No Holiday",51,0,16,"Spring"
1486,1,0,1.5,0,"No Holiday",76,0,0.4,"Autumn"
1541,20,0,1,0,"No Holiday",77,0,7.4,"Spring"
1620,6,0,2.1,0,"Holiday",86,0,20.8,"Autumn"
1759,9,0.32,1.9,0,"No Holiday",61,0,13.9,"Autumn"
1364,16,0.29,3.5,1.6,"No Holiday",58,0,-4.9,"Winter"
1320,6,0,0.3,8.8,"No Holiday",98,0,2.5,"Autumn"
2425,12,1.12,1.6,0,"No Holiday",47,0,22,"Summer"
2081,19,0,0.5,0,"No Holiday",95,0,17.5,"Spring"
2495,8,0.06,0.8,0,"No Holiday",65,0,32.4,"Summer"
740,5,0,0.4,0,"No Holiday",72,0,2.9,"Winter"
2652,23,0,0.5,0,"No Holiday",56,0,25.1,"Autumn"
1898,15,0.57,1.6,0,"No Holiday",79,0,14.4,"Spring"
2247,9,0.99,1.1,0,"No Holiday",94,0.5,21.5,"Summer"
2429,4,0,3.9,0,"No Holiday",35,0,36.7,"Summer"
2054,6,0,1.7,0,"No Holiday",61,0,18.5,"Spring"
1013,11,2.6,1.3,0,"No Holiday",81,0,-3.6,"Winter"
1756,11,0.35,1.3,0,"No Holiday",74,0,9.1,"Autumn"
1680,3,0,1.3,0,"No Holiday",43,0,11.9,"Autumn"
1623,7,0,2.1,0,"No Holiday",68,0,10.4,"Autumn"
2274,11,1.41,3.7,0,"No Holiday",27,0,-0.5,"Winter"
2373,20,0,2,0,"No Holiday",91,0,25.6,"Summer"
1244,0,0,1.2,0,"No Holiday",50,0,6,"Winter"
2135,10,0.15,0.7,0,"No Holiday",38,0,17.4,"Spring"
1707,3,0,1.7,0,"No Holiday",74,0,2.2,"Autumn"
1648,12,0.81,1.6,0,"No Holiday",72,0,12.2,"Autumn"
1565,7,0.18,1.8,0,"No Holiday",73,0,18.8,"Spring"
931,4,0,1.1,0,"No Holiday",87,0,21.1,"Summer"
2075,10,1.36,0.7,0,"Holiday",35,0,37.1,"Summer"
1977,20,0.01,3.9,0,"No Holiday",32,0,-7.2,"Winter"
1777,23,0,2.1,0.9,"No Holiday",53,0,3.9,"Winter"
2496,12,1.94,1.2,0,"No Holiday",73,0,29.2,"Summer"
751,0,0,2.4,0,"No Holiday",92,0,22.7,"Summer"
803,10,2.08,0.9,2.6,"No Holiday",73,0,-4.2,"Winter"
1761,20,0,2.7,0,"No Holiday",45,0,-9.6,"Winter"
1378,12,0.43,0.7,0,"No Holiday",44,0,-8.3,"Winter"
2174,17,0.83,1.8,0,"No Holiday",27,0,19.1,"Spring"
2340,14,2.97,3.6,0,"No Holiday",64,0,24.6,"Summer"
1551,1,0,0.4,0,"No Holiday",37,0,5.2,"Winter"
1671,19,0.32,2.8,0,"No Holiday",29,0,-7.3,"Winter"
2351,9,0.12,2.5,0,"No Holiday",34,0,21.7,"Spring"
1246,8,0.31,0.6,1.9,"No Holiday",51,0,-3.5,"Winter"
1538,0,0,1.1,0,"No Holiday",53,0,1.3,"Autumn"
1856,14,1.06,0.4,0,"No Holiday",51,0,-0.6,"Winter"
1423,0,0,1.6,0,"No Holiday",73,0,2.9,"Autumn"
2622,10,1.66,1.3,0,"No Holiday",58,0,25.7,"Autumn"
1842,12,0.98,0.6,0,"No Holiday",46,0,7.8,"Spring"
627,0,0,1.9,0,"No Holiday",82,0,2.6,"Winter"
1998,15,0.78,0.3,0,"No Holiday",81,0,29.1,"Summer"
2141,14,3.11,2.3,0,"No Holiday",70,0,14.8,"Autumn"
1837,13,1.03,2,0,"No Holiday",68,0,10.8,"Autumn"
2031,20,0,1.3,0,"No Holiday",83,0,24.3,"Summer"
1455,19,0.39,1.6,0,"No Holiday",58,0,0,"Winter"
1822,23,0,1,0,"No Holiday",44,0,-6.4,"Winter"
1701,1,0,0.8,0,"No Holiday",55,0,24.1,"Autumn"
2208,8,1.06,1.8,0,"No Holiday",29,0,14.2,"Spring"
2344,9,1.9,3.3,0,"No Holiday",53,0,31.3,"Summer"
1934,15,0.76,2,0,"No Holiday",64,0,7.5,"Spring"
2045,21,0,1.5,0,"Holiday",51,0,26.8,"Summer"
1201,1,0,1.9,0,"No Holiday",70,0,19.6,"Summer"
1481,14,1.1,3.7,2.1,"No Holiday",70,0,-2.9,"Winter"
1221,1,0,2,0,"Holiday",63,0,13.1,"Spring"
1823,9,0.06,1,0,"No Holiday",43,0,2.6,"Autumn"
1805,4,0,1,0,"No Holiday",64,0,9.4,"Autumn"
2138,4,0,1.1,0,"No Holiday",58,0,14,"Autumn"
617,10,2.63,0.7,0,"No Holiday",97,2,19.2,"Spring"
980,3,0,1,0,"No Holiday",93,1.5,14.8,"Spring"
2493,19,0,1.4,0,"No Holiday",43,0,19.8,"Autumn"
1383,10,1.5,1.2,0,"No Holiday",65,0,19.2,"Autumn"
2180,22,0,1.9,0,"No Holiday",85,0,20,"Summer"
1242,10,1.99,5.2,0,"No Holiday",85,0.2,2.5,"Winter"
433,17,0.18,0.8,3.8,"Holiday",98,0,-1.1,"Winter"
2270,3,0,1.8,0,"No Holiday",60,0,30.9,"Summer"
1073,4,0,2.9,0.6,"No Holiday",53,0,-7.8,"Winter"
3334,13,3.16,2.4,0,"No Holiday",39,0,37.2,"Summer"
2040,8,0.23,1,0,"No Holiday",33,0,8.1,"Spring"
2282,9,1.12,0.7,0,"No Holiday",38,0,23.1,"Spring"
2383,19,0.22,0.6,0,"No Holiday",20,0,15.7,"Spring"
2602,21,0,1.9,0,"No Holiday",30,0,10.9,"Spring"
2251,23,0,2.3,0,"No Holiday",61,0,8.9,"Autumn"
2568,20,0.08,1.6,0,"No Holiday",48,0,16.9,"Autumn"
1765,6,0,0.4,0,"No Holiday",18,0,4,"Winter"
2059,7,0.34,0.6,0,"No Holiday",53,0,8.1,"Autumn"
1738,10,2.4,0.6,0,"No Holiday",59,0,4.9,"Autumn"
2213,16,0.65,1.3,0,"No Holiday",52,0,12.5,"Spring"
1475,10,1.49,0.6,0,"No Holiday",85,0,10.4,"Spring"
1760,20,0,3.1,0,"No Holiday",76,0,1.3,"Spring"
1671,13,2.96,1.1,0,"No Holiday",78,0,29.1,"Summer"
2564,19,0,1.9,0,"No Holiday",22,0,20.3,"Autumn"
1589,20,0,0.5,0,"No Holiday",79,0,15.8,"Spring"
2017,4,0,0.7,0,"No Holiday",59,0,19.9,"Autumn"
2256,19,0.31,2.6,0,"Holiday",64,0,29.2,"Summer"
1966,6,0,2,0,"No Holiday",33,0,9.7,"Autumn"
1307,8,0.15,3.1,0,"No Holiday",37,0,-5.3,"Winter"
2530,17,0.14,2.6,0,"No Holiday",54,0,27.5,"Autumn"
1562,8,0.58,2.9,0,"No Holiday",27,0,-3.7,"Winter"
1959,13,2.93,3,0,"No Holiday",69,0,33.2,"Summer"
2132,16,1.24,4.2,0,"No Holiday",47,0,7.6,"Spring"
1809,20,0,1.5,0,"No Holiday",89,0,7.3,"Autumn"
2019,0,0,2,0,"No Holiday",35,0,36,"Summer"
1470,5,0,1,0,"No Holiday",36,0,3.8,"Winter"
1855,11,0.88,1.9,0,"No Holiday",55,0,18.5,"Autumn"
1967,13,1.24,1.8,0,"No Holiday",54,0,26.1,"Summer"
1226,1,0,1.4,0,"No Holiday",82,0,24.9,"Summer"
1006,7,0.04,2.9,0,"No Holiday",82,0,0.9,"Winter"
2631,22,0,1,0,"No Holiday",33,0,20.4,"Autumn"
1526,9,1.36,1.2,0,"No Holiday",53,0,5.7,"Spring"
740,3,0,3.2,0,"No Holiday",94,0,7,"Spring"
1601,8,0.77,2,0,"No Holiday",67,0,20,"Autumn"
1988,23,0,1.6,0,"No Holiday",72,0,20.1,"Summer"
2313,18,0.41,2.1,0,"No Holiday",33,0,11,"Spring"
1927,18,0.38,0.6,0,"No Holiday",60,0,30.7,"Summer"
1892,19,0.02,0.8,0,"No Holiday",28,0,-6.1,"Winter"
1426,20,0,2,0,"No Holiday",65,0,-1,"Winter"
1253,16,2.17,0.8,0,"No Holiday",31,0,-7.2,"Winter"
2242,16,0.43,1.1,0,"No Holiday",67,0,27,"Summer"
1879,2,0,0.4,0,"No Holiday",47,0,13.5,"Autumn"
2349,12,0.27,1.2,0,"No Holiday",52,0,33.1,"Summer"
2473,7,0.46,2.5,0,"No Holiday",58,0,30.1,"Summer"
2117,3,0,0.7,0,"No Holiday",44,0,35.7,"Summer"
1056,13,2.82,1.3,0,"No Holiday",73,0,16.7,"Autumn"
2182,15,1.2,0.2,0,"No Holiday",59,0,30.3,"Summer"
1998,11,0.17,1.6,0,"No Holiday",37,0,22.8,"Spring"
2236,15,2.09,3.1,0,"No Holiday",32,0,8.5,"Spring"
1585,12,2.49,1.7,0,"No Holiday",74,0,2.1,"Autumn"
1576,15,2.75,0.7,3.3,"No Holiday",86,0,2.5,"Autumn"
2083,9,2,1.5,0,"No Holiday",38,0,29,"Summer"
1556,21,0,1.5,0,"Holiday",62,0,24,"Summer"
1817,20,0.01,2.8,0,"No Holiday",53,0,6,"Spring"
3395,14,1.92,2,0,"No Holiday",47,0,32.4,"Summer"
2215,15,0.93,0.2,0,"No Holiday",33,0,15,"Autumn"
1666,23,0,2.1,0,"No Holiday",76,0,24.7,"Summer"
1978,5,0,4.3,0,"No Holiday",90,1.5,23.1,"Summer"
2432,18,0,3.3,0,"No Holiday",45,0,20.6,"Autumn"
1694,12,3.21,1.3,0,"No Holiday",32,0,-8,"Winter"
1187,8,0.19,0.2,0,"No Holiday",77,0,10.1,"Spring"
2849,11,1.63,4.5,0,"No Holiday",52,0,22.3,"Autumn"
1319,1,0,2.2,0,"No Holiday",67,0,6.2,"Autumn"
3193,22,0,2.2,0,"No Holiday",27,0,30.8,"Summer"
2177,19,0,1.6,0,"No Holiday",62,0,23,"Spring"
1653,2,0,1.4,0,"No Holiday",45,0,7,"Spring"
1507,14,1.06,0.8,2.4,"No Holiday",76,0,3.3,"Autumn"
1459,8,0,2.2,0,"No Holiday",28,0,-5,"Winter"
2301,21,0,4,0,"No Holiday",70,0,12.5,"Autumn"
1888,10,2.46,1.7,0,"No Holiday",44,0,14.5,"Autumn"
2384,22,0,2.2,0,"No Holiday",31,0,13.9,"Spring"
912,4,0,2,0,"No Holiday",37,0,-9.6,"Winter"
1769,0,0,3.1,0,"No Holiday",53,0,32.9,"Summer"
2312,14,1.18,1.6,0,"No Holiday",50,0,22.1,"Autumn"
1947,23,0,0.7,0,"No Holiday",70,0,5.3,"Autumn"
1516,5,0,0.9,0,"No Holiday",67,0,26.1,"Summer"
1178,12,1.11,3,0,"No Holiday",87,0,10.7,"Spring"
2264,2,0,0.4,0,"No Holiday",31,0,24.9,"Summer"
1699,12,2.47,0.7,3.3,"No Holiday",84,0,3.4,"Autumn"
1598,15,2.08,1.8,0,"Holiday",46,0,4.8,"Autumn"
2288,13,2.63,0,0,"No Holiday",50,0,30.7,"Summer"
2009,11,1.84,3.1,0,"No Holiday",83,0,23.1,"Autumn"
1946,11,2.07,2.6,0,"No Holiday",87,0,22.9,"Summer"
2421,14,1.13,1.7,0,"No Holiday",80,0,29.7,"Summer"
2159,4,0,1.1,0,"No Holiday",41,0,17.4,"Spring"
2199,13,1.08,2.3,0,"No Holiday",98,2,21.2,"Summer"
1893,4,0,2.5,0,"No Holiday",51,0,19,"Autumn"
2681,21,0,2,0,"No Holiday",16,0,17.3,"Spring"
3002,22,0,2.4,0,"No Holiday",32,0,21.1,"Autumn"
1582,14,1.07,0.8,0,"No Holiday",70,0,10.8,"Autumn"
1766,2,0,0.7,0,"No Holiday",58,0,11,"Autumn"
2106,7,0,2.7,0,"No Holiday",42,0,19.7,"Spring"
1293,3,0,2,0,"No Holiday",89,0,19.5,"Summer"
1767,18,0.44,0.9,0,"No Holiday",74,0,4.5,"Autumn"
2204,8,0.07,1.6,0,"No Holiday",29,0,11,"Spring"
2162,20,0.12,0.9,0,"No Holiday",46,0,28.7,"Autumn"
1090,6,0,1.8,0,"No Holiday",52,0,-7.1,"Winter"
2072,7,0.07,1.7,0,"No Holiday",49,0,22.1,"Autumn"
2355,16,0.37,0.6,0,"No Holiday",36,0,15.1,"Autumn"
1652,10,0.28,1.2,0,"No Holiday",72,0,0.9,"Autumn"
2363,19,0.57,1.5,0,"No Holiday",87,1.2,16.7,"Autumn"
2184,7,0.35,2.3,0,"No Holiday",37,0,23.7,"Autumn"
1535,4,0,2.4,0,"No Holiday",46,0,3.9,"Spring"
2008,9,1.78,1.5,0,"No Holiday",16,0,7.7,"Autumn"
1582,5,0,1.1,0,"No Holiday",59,0,8.6,"Autumn"
904,7,0.18,3.4,0,"No Holiday",77,0,8.1,"Winter"
1394,9,0.26,1.6,0,"No Holiday",85,0,15,"Spring"
2104,15,2.22,3.5,0,"No Holiday",49,0,12.9,"Spring"
1777,3,0,4.1,0,"No Holiday",43,0,13,"Spring"
2322,18,0.01,1.5,0,"No Holiday",47,0,10.6,"Spring"
1622,17,0.75,1.6,0,"No Holiday",77,0,26.8,"Summer"
1723,5,0,1.5,0,"No Holiday",69,0,13.9,"Spring"
1810,2,0,3.1,0,"No Holiday",24,0,6.1,"Autumn"
1755,18,0.16,1.3,0,"No Holiday",62,0,9.3,"Spring"
1711,14,0.26,2,0,"No Holiday",67,0,18.8,"Spring"
1354,21,0,1.2,0,"No Holiday",59,0,-6.8,"Winter"
2023,22,0,0.6,0,"No Holiday",34,0,-4.7,"Winter"
1982,15,0.17,2.3,0,"No Holiday",78,0,25.2,"Autumn"
1630,10,0.56,1.7,0,"No Holiday",76,0,9.6,"Spring"
1208,3,0,3.8,0,"No Holiday",62,0,0.9,"Winter"
1343,3,0,1.2,0,"No Holiday",75,0,19.3,"Spring"
1889,7,0,3.1,0,"No Holiday",53,0,18.5,"Summer"
2457,18,0.16,1.7,0,"No Holiday",82,1.5,25.2,"Summer"
962,1,0,1.5,0,"No Holiday",50,0,-5.1,"Winter"
1896,11,1.73,0.8,0,"No Holiday",16,0,-0.8,"Winter"
1742,10,0.13,0.6,0,"No Holiday",65,0.1,19.6,"Summer"
1345,21,0,1,0,"No Holiday",84,0,-0.7,"Winter"
2767,23,0,2,0,"No Holiday",27,0,17.3,"Spring"
1215,12,2.92,2.7,0,"Holiday",95,0.5,20,"Autumn"
1581,16,1.17,0.2,0,"No Holiday",80,0,15.5,"Autumn"
659,15,1.94,0.4,2,"No Holiday",63,0,-4.9,"Winter"
1683,6,0,2.2,0,"No Holiday",16,0,-0.1,"Winter"
2534,19,0.23,1.2,0,"No Holiday",59,0,31.6,"Summer"
1688,9,0.1,1.6,1.6,"No Holiday",46,0,3.3,"Winter"
2711,16,1.45,1.9,0,"No Holiday",39,0,34.6,"Summer"
2085,14,1.67,1.8,0,"No Holiday",76,0,25.7,"Summer"
1437,15,1.63,0.3,0,"No Holiday",97,1,15.3,"Spring"
1668,23,0,1.8,0,"No Holiday",81,0,7.1,"Autumn"
689,2,0,2.7,0,"No Holiday",86,0,1.3,"Winter"
2580,17,1.2,1,0,"No Holiday",71,0,31.2,"Summer"
2268,1,0,0.7,0,"No Holiday",38,0,17.2,"Autumn"
2350,8,0.93,0.9,0,"No Holiday",46,0,18.9,"Spring"
2199,15,0.57,1.2,0,"No Holiday",50,0,10.4,"Autumn"
2375,23,0,1.3,0,"No Holiday",51,0,20.6,"Spring"
1080,10,2.46,0.8,0,"No Holiday",94,5.4,17.9,"Summer"
2369,14,0.29,2.4,0,"No Holiday",48,0,35.4,"Summer"
1611,15,0.76,0.9,0,"Holiday",40,0,0.2,"Winter"
1891,14,2.06,1.9,0,"No Holiday",64,0,7.9,"Spring"
1579,14,2.63,2.1,0.8,"No Holiday",81,0,-1.6,"Winter"
2488,23,0,0.8,0,"No Holiday",44,0,32.3,"Summer"
1777,4,0,2.9,0,"No Holiday",34,0,2.8,"Autumn"
2053,2,0,1.6,0,"No Holiday",57,0,19.8,"Summer"
1777,22,0,1.6,0,"No Holiday",33,0,-9.6,"Winter"
1656,12,0.5,1.3,0,"No Holiday",55,0,-10.7,"Winter"
2771,13,2.2,2.3,0,"No Holiday",40,0,27.1,"Summer"
2222,10,0.55,1.7,0,"No Holiday",41,0,21.2,"Spring"
1498,10,0.34,0.8,0,"No Holiday",50,0,10,"Winter"
1914,13,3.21,1.8,0,"No Holiday",49,0,34.4,"Summer"
1506,1,0,4.1,0,"No Holiday",45,0,20.9,"Summer"
2488,15,2.12,0.2,0,"No Holiday",42,0,34.6,"Summer"
1726,21,0,3.2,0,"Holiday",98,0,23.5,"Summer"
2220,13,3.29,1.5,0,"No Holiday",93,2,11.7,"Autumn"
1386,13,0.75,1.6,0,"No Holiday",69,0,3.8,"Autumn"
2332,13,0.85,1.2,0,"No Holiday",47,0,12.9,"Autumn"
2280,17,0.18,0.4,0,"No Holiday",43,0,14,"Autumn"
1523,11,1.81,1.9,0,"No Holiday",32,0,-7.6,"Winter"
2178,15,2.5,1.3,0,"No Holiday",58,0,16.1,"Autumn"
1510,18,0.8,1.4,0,"No Holiday",80,0,12.5,"Spring"
1829,19,0,2.2,0,"No Holiday",83,0,27.4,"Summer"
1482,14,0.15,2.8,0,"No Holiday",48,0,-3.3,"Winter"
1955,3,0,0.6,0,"No Holiday",51,0,25.7,"Spring"
1843,22,0,1.3,0,"No Holiday",76,0,8.5,"Spring"
1691,11,0.78,0,0,"No Holiday",39,0,-1.9,"Winter"
1454,9,0.3,0.5,0,"No Holiday",63,0,0.7,"Winter"
1905,13,0.57,2.3,0,"No Holiday",83,0,27.5,"Summer"
2350,14,0.9,2.6,0,"No Holiday",23,0,14.1,"Spring"
2123,9,1.8,1.4,0,"No Holiday",69,0,23.4,"Summer"
1688,19,0,0.5,0,"No Holiday",97,2.5,13.2,"Autumn"
2468,18,0.16,2.8,0,"No Holiday",39,0,14.7,"Spring"
2025,23,0,0.6,0,"No Holiday",74,0,18.6,"Autumn"
2023,9,0.31,1.6,0,"No Holiday",69,0,25,"Autumn"
1969,10,1.69,1.9,0,"No Holiday",63,0,17.2,"Spring"
1089,1,0,2.3,0,"No Holiday",38,0,-3,"Winter"
1651,20,0,4,0,"No Holiday",50,0,-1.8,"Winter"
1851,15,0.33,0.5,0,"No Holiday",47,0,2.1,"Spring"
1533,12,2.83,1.1,0,"No Holiday",72,0,26.8,"Summer"
2312,17,0.18,2.8,0,"No Holiday",26,0,19.7,"Spring"
1207,12,3.26,1.1,0,"No Holiday",62,0,31.3,"Summer"
1067,17,0.48,1.7,0.8,"No Holiday",74,0,-7,"Winter"
803,0,0,0.8,0,"No Holiday",88,0,7.3,"Spring"
2263,12,2.28,2,0,"No Holiday",79,0,21.5,"Autumn"
1858,19,0,2.6,0,"No Holiday",76,0,11.4,"Autumn"
1400,2,0,1.5,0,"No Holiday",61,0,14.3,"Spring"
1069,8,0.42,0,0.7,"No Holiday",31,0,-14.6,"Winter"
1439,4,0,1.9,0,"No Holiday",65,0,9.7,"Autumn"
1992,5,0,0.9,0,"No Holiday",37,0,16.3,"Autumn"
1466,23,0,2.8,0,"No Holiday",88,0,5.9,"Autumn"
1439,11,0.29,2.2,0,"No Holiday",69,0,11,"Autumn"
1579,15,0.85,1.4,0,"No Holiday",80,0,2.4,"Spring"
1450,4,0,1.4,0,"Holiday",85,0,13.8,"Spring"
1064,4,0,1,0.2,"No Holiday",79,0,-5.6,"Winter"
2206,22,0,0.8,0,"No Holiday",48,0,16.4,"Autumn"
1769,18,0.18,2.3,0,"No Holiday",62,0,15.6,"Autumn"
2088,20,0,1.2,0,"No Holiday",41,0,5.8,"Spring"
2516,22,0,0.6,0,"No Holiday",39,0,19.8,"Autumn"
1853,7,0,1.4,0,"No Holiday",57,0,24.9,"Spring"
1543,9,0.23,0.6,0,"No Holiday",60,0,6.3,"Spring"
2826,21,0,0.9,0,"No Holiday",52,0,32.2,"Summer"
2059,12,2.12,1.7,0,"No Holiday",66,0,13.4,"Autumn"
2018,12,0.45,4.4,0,"No Holiday",73,0,8.7,"Autumn"
2624,17,1.76,0.6,0,"No Holiday",50,0,35.1,"Summer"
2397,4,0,0.7,0,"No Holiday",22,0,21,"Autumn"
1538,2,0,5.1,0,"No Holiday",58,0,14.4,"Spring"
